,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
187,Issa Kaboré,DEF,Man City,0.0,0,0,0,0,0.0,626,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2025-04-12T11:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,517,0,2,5,0.0,0,-2,0,2,45,True,0
188,Alfie Whiteman,GK,Spurs,0.0,0,0,0,0,0.0,510,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,32,0,187886,0,2,4,0.0,0,4572,7267,2695,39,False,0
189,Séamus Coleman,DEF,Everton,0.0,0,0,0,0,0.0,221,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,3659,0,1,0,0.0,0,63,114,51,43,False,0
190,Fabian Schär,DEF,Newcastle,0.0,0,0,6,0,0.7,415,0.0,0.0,0.0,0.72,317,1,0,2.7,18.4,2025-04-13T15:30:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,32,0,405329,1,1,4,8.0,2,135232,144058,8826,55,True,0
191,Fabian Schär,DEF,Newcastle,0.0,0,2,46,1,20.9,415,0.02,0.19,0.17,2.0,289,0,1,10.9,57.4,2025-04-16T18:30:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,405329,1,0,5,31.0,14,135232,144058,8826,55,True,0
192,Nicolas Jackson,FWD,Chelsea,0.0,0,0,-7,0,1.3,180,0.02,0.41,0.39,1.01,314,2,0,1.6,0.0,2025-04-13T13:00:00Z,86,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,762374,1,2,2,26.0,1,23177,31205,8028,77,True,1
193,Joe White,MID,Newcastle,0.0,0,0,0,0,0.0,419,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2025-04-13T15:30:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,32,0,13646,0,1,4,0.0,0,-49,0,49,45,True,0
194,Joe White,MID,Newcastle,0.0,0,0,0,0,0.0,419,0.0,0.0,0.0,0.0,289,0,0,0.0,0.0,2025-04-16T18:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,13646,0,0,5,0.0,0,-49,0,49,45,True,0
195,Jamie Vardy,FWD,Leicester,0.0,0,0,5,0,0.3,306,0.0,0.0,0.0,3.7,313,2,0,0.2,1.4,2025-04-12T14:00:00Z,60,0,0,0,0,0,0,0,False,5,0,0,0,0,32,0,526546,1,2,2,0.0,2,-7576,4784,12360,53,False,0
196,Miguel Almirón Rejala,MID,Newcastle,0.0,0,0,0,0,0.0,391,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2025-04-13T15:30:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,32,0,33875,0,1,4,0.0,0,-127,0,127,54,True,0
197,Miguel Almirón Rejala,MID,Newcastle,0.0,0,0,0,0,0.0,391,0.0,0.0,0.0,0.0,289,0,0,0.0,0.0,2025-04-16T18:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,33875,0,0,5,0.0,0,-127,0,127,54,True,0
198,James Garner,MID,Everton,0.0,0,0,22,1,9.7,223,0.03,0.18,0.15,0.52,318,0,0,4.2,14.4,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,2253,1,1,0,18.0,3,-20,73,93,49,False,0
199,Marcus Tavernier,MID,Bournemouth,0.0,0,0,1,0,1.2,83,0.0,0.0,0.0,0.21,312,0,0,0.1,0.0,2025-04-14T19:00:00Z,25,0,0,0,0,0,0,0,False,9,0,0,0,0,32,0,24502,0,0,1,0.0,1,-3188,26,3214,54,True,0
200,Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0.0,37,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,32,0,183,0,3,0,0.0,0,-1,0,1,50,False,0
201,Chido Obi-Martin,FWD,Man Utd,0.0,0,0,0,0,0.0,776,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2025-04-13T15:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,18323,0,1,4,0.0,0,-769,1368,2137,45,False,0
202,Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,0,0.0,55,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,32,0,62,0,3,0,0.0,0,0,0,0,40,False,0
203,Omari Kellyman,MID,Chelsea,0.0,0,0,0,0,0.0,173,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,7900,0,2,2,0.0,0,-432,121,553,43,True,0
204,Jayce Fitzgerald,MID,Man Utd,0.0,0,0,0,0,0.0,673,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2025-04-13T15:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,664,0,1,4,0.0,0,5,13,8,45,False,0
205,Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,0,0.0,562,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,32,0,2245,0,2,4,0.0,0,-1,0,1,55,True,0
206,Martial Godo,MID,Fulham,0.0,0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2025-04-14T19:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,32,0,4230,0,0,1,0.0,0,-25,39,64,44,False,0
207,Harrison Reed,MID,Fulham,0.0,0,0,0,0,0.0,254,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2025-04-14T19:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,32,0,3013,0,0,1,0.0,0,-9,16,25,47,False,0
208,Guido Rodríguez,MID,West Ham,0.0,0,0,0,0,0.0,588,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,32,0,7010,0,1,2,0.0,0,-35,21,56,48,False,0
209,Will Alves,MID,Leicester,0.0,0,0,0,0,0.0,606,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,32,0,7664,0,2,2,0.0,0,-59,0,59,44,False,0
210,Carlos Baleba,MID,Brighton,0.0,0,0,22,0,26.0,115,0.03,0.03,0.0,1.5,313,2,0,6.3,37.2,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,32,0,17617,1,2,2,0.0,2,459,958,499,50,True,0
211,James Hill,DEF,Bournemouth,0.0,0,0,0,0,0.0,68,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2025-04-14T19:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,32,0,62046,0,0,1,0.0,0,-1535,677,2212,39,True,0
212,David Datro Fofana,FWD,Chelsea,0.0,0,0,0,0,0.0,164,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,6335,0,2,2,0.0,0,-9,0,9,54,True,0
213,Ryan Fraser,MID,Southampton,0.0,0,0,0,0,0.0,397,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,2543,0,3,0,0.0,0,15,26,11,48,True,0
214,Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,0,0.0,151,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,11774,0,2,2,0.0,0,-48,0,48,45,True,0
215,Nathan Patterson,DEF,Everton,0.0,0,0,0,0,0.0,234,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,2430,0,1,0,0.0,0,88,126,38,44,False,0
216,Robin Olsen,GK,Aston Villa,0.0,0,0,0,0,0.0,51,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,32,0,16673,0,3,0,0.0,0,-134,396,530,45,False,0
217,Malachi Hardy,DEF,Spurs,0.0,0,0,0,0,0.0,684,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,32,0,3368,0,2,4,0.0,0,-7,48,55,40,False,0
218,Mathias Jensen,MID,Brentford,0.0,0,0,3,0,0.2,95,0.0,0.0,0.0,0.24,311,0,0,0.1,0.6,2025-04-12T16:30:00Z,10,0,0,0,0,0,0,0,False,1,0,0,0,0,32,0,6748,0,1,1,0.0,1,10,54,44,53,False,0
219,Bart Verbruggen,GK,Brighton,0.0,0,0,12,0,0.0,146,0.0,0.0,0.0,1.5,313,2,0,3.9,39.4,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,32,4,341255,1,2,2,0.0,2,7592,20356,12764,45,True,0
220,Dango Ouattara,MID,Bournemouth,0.0,0,0,20,1,33.8,74,0.3,0.48,0.18,1.07,312,0,0,6.4,20.8,2025-04-14T19:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,32,0,215774,1,0,1,9.0,3,-59084,2068,61152,48,True,0
221,Emmanuel Agbadou,DEF,Wolves,0.0,0,0,13,0,3.3,720,0.01,0.08,0.07,1.96,320,2,0,3.3,25.6,2025-04-13T13:00:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,32,0,29312,1,2,4,4.0,1,2163,4450,2287,40,True,0
222,Emmanuel Dennis,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,430,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,32,0,22993,0,1,0,0.0,0,-156,0,156,49,True,0
223,Yehor Yarmoliuk,MID,Brentford,0.0,0,0,-1,0,0.1,111,0.0,0.0,0.0,0.26,311,0,0,0.0,0.0,2025-04-12T16:30:00Z,21,0,0,0,0,0,0,0,False,1,0,0,0,0,32,0,253034,0,1,1,0.0,0,-1030,5979,7009,43,False,1
224,Julián Álvarez,FWD,Man City,0.0,0,0,0,0,0.0,352,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2025-04-12T11:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,9803,0,2,5,0.0,0,-14,0,14,70,True,0
225,Tyler Dibling,MID,Southampton,0.0,0,0,4,0,1.3,608,0.01,0.01,0.0,2.4,319,3,0,1.0,8.4,2025-04-12T14:00:00Z,45,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,154072,0,3,0,0.0,1,-7196,2547,9743,44,True,0
226,Paul Onuachu,FWD,Southampton,0.0,0,0,0,0,0.3,470,0.0,0.04,0.04,0.63,319,0,0,1.0,2.2,2025-04-12T14:00:00Z,45,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,39865,1,3,0,7.0,1,-348,2336,2684,49,True,0
227,Bobby Clark,MID,Liverpool,0.0,0,0,0,0,0.0,315,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,32,0,1371,0,1,2,0.0,0,-4,0,4,45,True,0
228,Amara Nallo,DEF,Liverpool,0.0,0,0,0,0,0.0,692,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,32,0,1504,0,1,2,0.0,0,7,30,23,40,True,0
229,Kieran Tierney,DEF,Arsenal,0.0,0,0,21,1,3.3,21,0.01,0.01,0.0,0.12,311,0,0,1.0,6.2,2025-04-12T16:30:00Z,61,0,0,0,0,0,0,0,False,4,0,0,0,0,32,0,6097,1,1,1,0.0,6,283,460,177,43,True,0
230,Orel Mangala,MID,Everton,0.0,0,0,0,0,0.0,651,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,1662,0,1,0,0.0,0,6,28,22,50,False,0
231,Darwin Núñez Ribeiro,FWD,Liverpool,0.0,0,0,0,0,0.0,316,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,32,0,232787,0,1,2,0.0,0,-6225,2072,8297,70,True,0
232,Josh Bowler,MID,Nott'm Forest,0.0,0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,32,0,1854,0,1,0,0.0,0,-10,0,10,45,True,0
233,Marco Alexandre Saraiva da Silva,AM,Fulham,0.0,0,0,0,0,0.0,753,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2025-04-14T19:00:00Z,0,0,0,0,1,0,0,0,False,3,0,0,0,0,32,0,4159,0,0,1,0.0,0,-30,310,340,11,False,0
234,Sugawara Yukinari,DEF,Southampton,0.0,0,0,-1,0,0.8,474,0.01,0.01,0.0,0.89,319,1,0,0.1,0.2,2025-04-12T14:00:00Z,8,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,17044,0,3,0,0.0,1,-11,209,220,42,True,0
235,Aaron Wan-Bissaka,DEF,West Ham,0.0,0,0,19,0,25.4,388,0.15,0.15,0.0,1.78,315,2,0,5.5,28.0,2025-04-13T13:00:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,32,0,675387,1,1,2,2.0,1,-53010,9008,62018,45,False,0
236,Mathys Tel,MID,Spurs,0.0,0,2,36,0,21.1,768,0.21,0.44,0.23,2.39,320,4,1,8.5,42.0,2025-04-13T13:00:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,32,0,11801,1,2,4,22.0,9,-1977,570,2547,58,False,0
237,Pep Guardiola,AM,Man City,0.0,0,0,0,0,0.0,736,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2025-04-12T11:30:00Z,0,0,0,5,0,0,0,1,False,7,0,0,0,0,32,0,21763,0,2,5,0.0,11,-2450,518,2968,15,True,0
238,Bobby De Cordova-Reid,MID,Leicester,0.0,0,0,5,0,0.0,290,0.0,0.0,0.0,0.0,313,0,0,0.4,2.0,2025-04-12T14:00:00Z,1,0,0,0,0,0,0,0,False,5,0,0,0,0,32,0,7184,0,2,2,2.0,1,69,193,124,52,False,0
239,Manuel Ugarte,MID,Man Utd,0.0,0,0,20,0,4.8,652,0.01,0.06,0.05,2.17,317,4,0,2.9,14.8,2025-04-13T15:30:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,12000,1,1,4,9.0,1,-173,201,374,49,False,1
240,Nathan Broadhead,MID,Ipswich,0.0,0,0,4,0,0.5,262,0.0,0.0,0.0,0.87,314,1,0,0.2,1.2,2025-04-13T13:00:00Z,14,0,0,0,0,0,0,0,False,6,0,0,0,0,32,0,1621,0,2,2,0.0,1,-227,78,305,49,False,0
241,Matheus Luiz Nunes,MID,Man City,0.0,0,0,0,0,0.0,356,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2025-04-12T11:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,11569,0,2,5,0.0,0,320,692,372,49,True,0
242,Ben Broggio,MID,Aston Villa,0.0,0,0,0,0,0.0,679,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,32,0,1152,0,3,0,0.0,0,11,51,40,45,False,0
243,Jake O'Brien,DEF,Everton,0.0,0,0,25,1,1.8,582,0.01,0.04,0.03,0.52,318,0,0,2.0,9.4,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,44966,1,1,0,9.0,6,230,2917,2687,45,False,0
244,Cameron Peupion,MID,Brighton,0.0,0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,32,0,5553,0,2,2,0.0,0,-71,0,71,44,True,0
245,Felipe Rodrigues da Silva,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,653,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,32,0,11867,0,1,0,0.0,0,70,343,273,45,True,0
246,Kosta Nedeljković,DEF,Aston Villa,0.0,0,0,0,0,0.0,50,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,32,0,60325,0,3,0,0.0,0,-1382,0,1382,39,False,0
247,Jay Stansfield,FWD,Fulham,0.0,0,0,0,0,0.0,256,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2025-04-14T19:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,32,0,3984,0,0,1,0.0,0,-5,0,5,50,False,0
248,Dominic Sadi,MID,Bournemouth,0.0,0,0,0,0,0.0,723,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2025-04-14T19:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,32,0,489,0,0,1,0.0,0,-15,25,40,45,True,0
249,Nikola Milenković,DEF,Nott'm Forest,0.0,0,0,7,0,1.4,573,0.0,0.0,0.0,1.36,318,1,0,2.2,19.0,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,32,0,1874585,1,1,0,2.0,2,246755,282512,35757,51,True,0
250,Sepp van den Berg,DEF,Brentford,0.0,0,0,16,0,0.8,338,0.0,0.0,0.0,0.96,311,1,0,2.5,24.2,2025-04-12T16:30:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,32,0,162816,1,1,1,0.0,2,-5086,2126,7212,41,False,0
251,Kevin Mbabu,DEF,Fulham,0.0,0,0,0,0,0.0,250,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2025-04-14T19:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,32,0,15431,0,0,1,0.0,0,-67,0,67,40,False,0
252,Malang Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,263,0,2,2,0.0,0,0,0,0,45,True,0
253,Jarrad Branthwaite,DEF,Everton,0.0,0,0,20,1,0.8,219,0.16,0.16,0.0,0.52,318,0,0,2.5,22.4,2025-04-12T14:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,167398,1,1,0,2.0,5,-3948,4299,8247,48,False,1
254,Ferdi Kadioglu,DEF,Brighton,0.0,0,0,0,0,0.0,628,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,32,0,9855,0,2,2,0.0,0,-75,11,86,44,True,0
255,Mats Wieffer,MID,Brighton,0.0,0,0,0,0,0.0,149,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,32,0,5882,0,2,2,0.0,0,-36,33,69,47,True,0
256,Kyle Walker,DEF,Man City,0.0,0,0,0,0,0.0,363,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2025-04-12T11:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,296409,0,2,5,0.0,0,-837,0,837,51,True,0
257,Shea Charles,MID,Southampton,0.0,0,0,0,0,0.0,458,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,2579,0,3,0,0.0,0,-12,0,12,45,True,0
258,Samuel Edozie,MID,Southampton,0.0,0,0,0,0,0.0,459,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,1052,0,3,0,0.0,0,0,0,0,49,True,0
259,Robert Sánchez,GK,Chelsea,0.0,0,0,4,0,0.0,185,0.0,0.0,0.0,1.07,314,2,0,1.2,11.8,2025-04-13T13:00:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,32,2,780848,1,2,2,0.0,1,31264,45918,14654,45,True,0
260,Abdukodir Khusanov,DEF,Man City,0.0,0,0,0,0,0.0,732,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2025-04-12T11:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,69068,0,2,5,0.0,0,-5742,4163,9905,50,True,0
261,Sergio Reguilón,DEF,Spurs,0.0,0,0,0,0,0.0,496,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,32,0,18435,0,2,4,0.0,0,-22,177,199,41,False,0
262,Asmir Begovic,GK,Everton,0.0,0,0,0,0,0.0,624,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,22296,0,1,0,0.0,0,-301,179,480,40,False,0
263,Martin Sherif,FWD,Everton,0.0,0,0,0,0,0.0,724,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,32,0,10660,0,1,0,0.0,0,-289,283,572,45,False,0
264,Conor Townsend,DEF,Ipswich,0.0,0,0,3,0,0.5,583,0.0,0.0,0.0,1.03,314,1,0,0.9,8.2,2025-04-13T13:00:00Z,28,0,0,0,0,0,0,0,False,6,0,0,0,0,32,0,66380,0,2,2,0.0,1,-1446,662,2108,39,False,0
265,Ricardo Barbosa Pereira,DEF,Leicester,0.0,0,0,4,0,2.0,302,0.0,0.0,0.0,0.21,313,0,0,0.4,1.6,2025-04-12T14:00:00Z,29,0,0,0,0,0,0,0,False,5,0,0,0,0,32,0,7990,0,2,2,0.0,1,71,118,47,41,False,0
266,Massimo Luongo,MID,Ipswich,0.0,0,0,0,0,0.0,277,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,32,0,22744,0,2,2,0.0,0,-84,303,387,43,False,0
267,Harvey Elliott,MID,Liverpool,0.0,0,0,0,0,0.0,319,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,32,0,25710,0,1,2,0.0,0,-47,249,296,52,True,0
268,Garang Kuol,MID,Newcastle,0.0,0,0,0,0,0.0,406,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2025-04-13T15:30:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,32,0,7254,0,1,4,0.0,0,-114,87,201,44,True,0
269,Garang Kuol,MID,Newcastle,0.0,0,0,0,0,0.0,406,0.0,0.0,0.0,0.0,289,0,0,0.0,0.0,2025-04-16T18:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,7254,0,0,5,0.0,0,-114,87,201,44,True,0
270,Rúben Gato Alves Dias,DEF,Man City,0.0,0,0,4,0,5.1,361,0.03,0.03,0.0,1.82,316,2,0,2.0,14.4,2025-04-12T11:30:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,32,0,325906,1,2,5,0.0,1,25486,30532,5046,54,True,0
271,Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0,0,0,0,0.0,175,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,20518,0,2,2,0.0,0,-21,0,21,63,True,0
272,Jack Moorhouse,MID,Man Utd,0.0,0,0,0,0,0.0,778,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2025-04-13T15:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,165,0,1,4,0.0,0,12,23,11,45,False,0
273,Joe Knight,MID,Brighton,0.0,0,0,0,0,0.0,758,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,32,0,322,0,2,2,0.0,0,0,28,28,45,True,0
274,Ben Chilwell,DEF,Crystal Palace,0.0,0,0,1,0,0.7,160,0.0,0.0,0.0,0.15,316,1,0,0.6,5.2,2025-04-12T11:30:00Z,27,0,0,0,0,0,0,0,False,13,0,0,0,0,32,0,59975,0,2,5,0.0,1,1260,2047,787,46,False,0
275,Ben Chilwell,DEF,Crystal Palace,0.0,0,0,0,0,0.0,160,0.0,0.0,0.0,0.0,289,0,0,0.0,0.0,2025-04-16T18:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,59975,0,0,5,0.0,0,1260,2047,787,46,False,0
276,George Hirst,FWD,Ipswich,0.0,0,0,2,0,1.4,272,0.01,0.15,0.14,1.4,314,1,0,0.4,0.0,2025-04-13T13:00:00Z,70,0,0,0,0,0,0,0,False,6,0,0,0,0,32,0,4116,1,2,2,5.0,2,-178,134,312,54,False,0
277,Daniel Jebbison,FWD,Bournemouth,0.0,0,0,0,0,0.0,69,0.0,0.0,0.0,0.0,312,0,0,0.0,0.0,2025-04-14T19:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,32,0,123679,0,0,1,0.0,0,-962,3063,4025,45,True,0
278,Tyrick Mitchell,DEF,Crystal Palace,0.0,0,0,-10,0,0.3,210,0.0,0.0,0.0,3.66,316,4,0,0.6,6.0,2025-04-12T11:30:00Z,62,0,0,0,0,0,0,0,False,13,0,0,0,0,32,0,285448,1,2,5,0.0,0,33148,43822,10674,48,False,0
279,Tyrick Mitchell,DEF,Crystal Palace,0.0,0,0,-13,0,16.7,210,0.24,0.24,0.0,1.39,289,5,0,3.3,12.0,2025-04-16T18:30:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,285448,1,0,5,4.0,0,33148,43822,10674,48,False,0
280,Shumaira Mheuka,FWD,Chelsea,0.0,0,0,0,0,0.0,781,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,32,0,3069,0,2,2,0.0,0,56,342,286,45,True,0
281,Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0.0,103,0.0,0.0,0.0,0.0,311,0,0,0.0,0.0,2025-04-12T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,32,0,1568,0,1,1,0.0,0,-5,0,5,45,False,0
