,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code_x,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form_x,id_x,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,code_y,draw,form_y,id_y,loss,team_name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,id,plural_name,plural_name_short,position_name,singular_name_short,squad_select,squad_min_select,squad_max_select,squad_min_play,squad_max_play,ui_shirt_specific,sub_positions_locked,element_count
302,True,True,,,474907,0,0,0,0,0,2,1.5,,0,Reece,0.0,298,False,,,40,474907.jpg,0.0,False,Welch,0.2,False,,a,9,11,0,0,0,0,0,0.0,0.0,Welch,,,,False,p474907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,444,168,434,166,403,159,444,168,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,624,181,66,35,447,168,405,158,0.0,0.0,0.0,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
319,True,True,,,499300,0,0,0,0,0,2,2.4,,0,Adam,0.0,667,False,,,45,499300.jpg,0.0,False,Aznou,0.1,False,,a,9,11,0,0,0,0,0,0.0,0.0,Aznou,145.0,2025-07-29,2006-06-02,False,p499300,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,545,218,541,217,522,217,545,218,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,482,134,253,154,548,218,466,181,0.0,0.0,0.0,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
323,True,True,,,174874,0,0,0,0,0,2,1.9,,0,Joachim,0.0,317,False,,,45,174874.jpg,1.7,False,Andersen,1.9,False,,a,10,54,51,0,0,0,0,0.0,11.3,Andersen,58.0,2024-08-23,1996-05-31,False,p174874,2673,0,0,4,47,1,0,0,7,1,0,3,306,687.6,99.0,162.0,95.0,0,0,0,283,30,1.04,0.57,1.61,37.85,53,20,239,78,174,41,137,34,,,,,,,0.04,0.0,0.02,0.06,1.27,1.58,390,84,161,104,280,98,139,49,1.01,0.13,9.53,54,0,,10,0,Fulham,0,0,0,FUL,3,,False,0,1125,1125,1130,1130,1120,1120,34,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
324,True,True,,,232892,0,0,0,0,0,2,1.9,,0,Calvin,0.0,318,False,,,45,232892.jpg,2.1,False,Bassey,0.5,False,,a,10,54,75,0,0,0,0,0.0,16.7,Bassey,157.0,2023-07-28,1999-12-31,False,p232892,3074,1,0,5,47,0,0,0,7,0,0,0,390,587.2,96.7,157.0,84.1,0,0,0,204,34,1.02,0.42,1.44,39.22,95,31,240,79,180,47,159,46,,,,,,,0.03,0.0,0.01,0.04,1.15,1.38,423,110,194,130,229,82,269,98,1.0,0.15,5.97,54,0,,10,0,Fulham,0,0,0,FUL,3,,False,0,1125,1125,1130,1130,1120,1120,34,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
325,True,True,,,166477,0,0,0,0,0,2,1.9,,0,Timothy,0.0,319,False,,,45,166477.jpg,1.9,False,Castagne,0.2,False,,a,10,54,46,0,0,0,0,0.0,10.2,Castagne,21.0,2023-08-29,1995-12-05,False,p166477,1642,0,1,3,28,0,0,0,1,0,0,0,205,360.4,163.6,123.0,64.9,0,0,0,149,17,0.38,0.56,0.94,22.39,172,60,196,50,202,60,209,66,,,,,,,0.02,0.0,0.03,0.05,1.23,1.53,387,82,158,102,253,88,437,169,0.93,0.16,8.17,54,0,,10,0,Fulham,0,0,0,FUL,3,,False,0,1125,1125,1130,1130,1120,1120,34,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
326,True,True,,,219924,0,0,0,0,0,2,1.9,,0,Issa,0.0,320,False,,,45,219924.jpg,1.5,False,Diop,0.1,False,,a,10,54,31,0,0,0,0,0.0,6.9,Diop,73.0,2022-08-10,1997-01-09,False,p219924,1334,0,0,1,19,1,0,0,2,0,0,0,146,257.6,44.7,83.0,38.3,0,0,0,112,15,0.51,0.07,0.58,19.98,219,78,286,105,235,77,263,89,,,,,,,0.03,0.0,0.0,0.03,1.35,1.28,406,98,177,118,299,106,529,199,1.01,0.07,7.56,54,0,,10,0,Fulham,0,0,0,FUL,3,,False,0,1125,1125,1130,1130,1120,1120,34,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
327,True,True,,,246301,0,0,0,0,0,2,1.9,,0,Jorge,0.0,321,False,,,45,246301.jpg,1.1,False,Cuenca Barreno,0.1,False,,a,10,54,9,0,0,0,0,0.0,2.0,J.Cuenca,200.0,2024-08-03,1999-11-17,False,p246301,349,0,0,0,8,0,0,0,0,0,0,0,38,81.2,2.3,4.0,8.6,0,0,0,38,4,0.02,0.01,0.03,8.99,313,116,357,132,335,127,335,122,,,,,,,0.01,0.0,0.0,0.01,2.32,2.06,430,116,201,136,333,118,611,214,1.03,0.0,9.8,54,0,,10,0,Fulham,0,0,0,FUL,3,,False,0,1125,1125,1130,1130,1120,1120,34,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
328,True,True,,,167074,0,0,0,0,0,2,1.9,,0,Kenny,0.0,322,False,,,45,167074.jpg,2.2,False,Tete,0.2,False,,a,10,54,49,0,0,0,0,0.0,10.9,Tete,152.0,2020-09-10,1995-10-09,False,p167074,1773,0,2,3,26,0,0,0,5,0,0,0,207,381.2,192.2,158.0,73.1,0,0,0,162,21,1.37,0.65,2.02,25.50,167,57,179,40,177,44,190,59,,,,,,,0.07,0.0,0.03,0.1,1.29,1.32,388,83,159,103,215,75,439,171,1.07,0.15,8.22,54,0,,10,0,Fulham,0,0,0,FUL,3,,False,0,1125,1125,1130,1130,1120,1120,34,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
329,True,True,,,591385,0,0,0,0,0,2,1.0,,0,Samuel,0.0,323,False,,,40,591385.jpg,0.0,False,Amissah,0.2,False,,a,10,54,0,0,0,0,0,0.0,0.0,Amissah,,,,False,p591385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,484,196,475,195,452,194,484,196,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,677,220,119,74,487,196,380,146,0.0,0.0,0.0,54,0,,10,0,Fulham,0,0,0,FUL,3,,False,0,1125,1125,1130,1130,1120,1120,34,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
349,True,True,75.0,,226182,0,0,0,0,0,2,1.1,,0,Jayden,0.0,342,False,Hip injury - 75% chance of playing,2025-08-10T23:00:06.436528Z,45,226182.jpg,0.0,False,Bogle,0.4,False,,d,11,2,0,0,0,0,0,0.0,0.0,Bogle,241.0,2024-07-20,2000-07-27,False,p226182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,505,210,500,209,479,208,505,210,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,413,103,184,123,508,210,283,104,0.0,0.0,0.0,2,0,,11,0,Leeds,0,0,0,LEE,2,,False,0,1050,1075,1050,1050,1050,1100,9,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
350,True,True,,,222694,0,0,0,0,0,2,1.4,,0,Pascal,0.0,343,False,,,45,222694.jpg,0.0,False,Struijk,0.4,False,,a,11,2,0,0,0,0,0,0.0,0.0,Struijk,152.0,2018-04-12,1999-08-11,False,p222694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,503,208,498,207,477,206,503,208,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,410,100,181,120,506,208,274,99,0.0,0.0,0.0,2,0,,11,0,Leeds,0,0,0,LEE,2,,False,0,1050,1075,1050,1050,1050,1100,9,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
351,True,True,0.0,,434752,0,0,0,0,0,2,0.0,,0,Jaka,0.0,344,False,Suspended until 23 Aug,2025-07-21T10:00:04.901206Z,40,434752.jpg,0.0,False,Bijol,0.2,False,,s,11,2,0,0,0,0,0,0.0,0.0,Bijol,195.0,2025-06-23,1999-02-05,False,p434752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,426,158,416,156,384,148,426,158,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,603,168,45,22,429,158,441,172,0.0,0.0,0.0,2,0,,11,0,Leeds,0,0,0,LEE,2,,False,0,1050,1075,1050,1050,1050,1100,9,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
352,True,True,75.0,,437738,0,0,0,0,0,2,0.4,,0,Sebastiaan,0.0,345,False,Calf injury - 75% chance of playing,2025-08-10T23:00:06.493026Z,40,437738.jpg,0.0,False,Bornauw,0.2,False,,d,11,2,0,0,0,0,0,0.0,0.0,Bornauw,21.0,2025-07-01,1999-03-22,False,p437738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,427,159,417,157,385,149,427,159,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,605,170,47,24,430,159,430,167,0.0,0.0,0.0,2,0,,11,0,Leeds,0,0,0,LEE,2,,False,0,1050,1075,1050,1050,1050,1100,9,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
353,True,True,,,113564,0,0,0,0,0,2,0.5,,0,Sam,0.0,346,False,,,40,113564.jpg,0.0,False,Byram,0.3,False,,a,11,2,0,0,0,0,0,0.0,0.0,Byram,241.0,2023-08-05,1993-09-16,False,p113564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,402,144,391,142,357,132,402,144,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,575,151,17,5,406,144,321,118,0.0,0.0,0.0,2,0,,11,0,Leeds,0,0,0,LEE,2,,False,0,1050,1075,1050,1050,1050,1100,9,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
354,True,True,,,243526,0,0,0,0,0,2,0.5,,0,Gabriel,0.0,347,False,,,40,243526.jpg,0.0,False,Gudmundsson,2.6,False,,a,11,2,0,0,0,0,0,0.0,0.0,Gudmundsson,206.0,2025-07-08,1999-04-29,False,p243526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,422,155,412,153,380,145,422,155,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,599,165,41,19,425,155,109,36,0.0,0.0,0.0,2,0,,11,0,Leeds,0,0,0,LEE,2,,False,0,1050,1075,1050,1050,1050,1100,9,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
380,True,True,,,216094,0,0,0,0,0,2,5.0,,0,Jeremie,0.0,370,False,,,60,216094.jpg,0.0,False,Frimpong,29.9,False,,a,12,14,0,0,0,0,0,0.0,0.0,Frimpong,152.0,2025-06-01,2000-12-10,False,p216094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,674,228,674,228,673,228,674,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,97,4,589,223,674,228,5,1,0.0,0.0,0.0,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
382,True,True,,,122798,0,0,0,0,0,2,5.0,,0,Andrew,0.0,372,False,,,60,122798.jpg,2.8,False,Robertson,1.7,False,,a,12,14,91,0,0,0,0,0.0,15.2,Robertson,243.0,2017-07-21,1994-03-11,False,p122798,2479,0,1,10,32,1,0,0,3,1,0,4,397,395.4,668.7,182.0,124.4,0,0,0,106,29,1.12,4.27,5.39,26.90,159,54,38,4,165,33,97,18,4.0,,,,,,0.04,0.0,0.16,0.2,0.98,1.16,85,2,577,221,162,52,147,53,1.05,0.36,3.85,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
383,True,True,,,97032,0,0,0,0,0,2,5.0,,0,Virgil,0.0,373,False,,,60,97032.jpg,3.9,False,van Dijk,24.0,False,,a,12,14,143,0,0,0,0,0.0,23.8,Virgil,152.0,2018-01-01,1991-07-08,False,p97032,3330,3,1,14,38,0,0,0,5,0,0,8,631,932.6,206.6,299.0,143.7,0,0,0,300,37,2.22,0.98,3.20,36.13,12,2,170,37,104,10,79,9,,,3.0,,,,0.06,0.0,0.03,0.09,0.98,1.03,82,1,574,220,51,4,10,4,1.0,0.38,8.11,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
385,True,True,75.0,,492777,0,0,0,0,0,2,2.7,,0,Conor,0.0,375,False,Muscle injury - 75% chance of playing,2025-08-10T23:00:06.506922Z,50,492777.jpg,2.2,False,Bradley,0.3,False,,d,12,14,41,0,0,0,0,0.0,8.2,Bradley,242.0,2023-09-25,2003-07-09,False,p492777,744,0,2,3,10,0,0,0,4,0,0,3,160,156.2,110.5,162.0,42.8,0,0,0,45,7,0.70,1.43,2.13,12.40,276,101,229,71,175,42,254,83,,,,,,,0.08,0.0,0.17,0.25,1.5,1.21,324,59,440,194,223,79,312,114,0.85,0.36,5.44,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
386,True,True,75.0,,171287,0,0,0,0,0,2,2.7,,0,Joe,0.0,376,False,Knock - 75% chance of playing,2025-08-10T23:00:06.519894Z,50,171287.jpg,1.6,False,Gomez,0.1,False,,d,12,14,14,0,0,0,0,0.0,2.8,Gomez,241.0,2015-06-20,1997-05-23,False,p171287,517,0,0,1,8,0,0,0,1,0,0,0,83,130.4,38.5,58.0,22.8,0,0,0,45,6,0.33,0.09,0.42,5.38,289,104,293,108,255,88,299,109,,,,,,,0.06,0.0,0.02,0.08,0.94,1.39,239,36,355,171,291,104,475,185,1.04,0.17,7.83,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
387,True,True,,,214285,0,0,0,0,0,2,3.6,,0,Konstantinos,0.0,377,False,,,50,214285.jpg,2.4,False,Tsimikas,0.1,False,,a,12,14,43,0,0,0,0,0.0,8.6,Tsimikas,83.0,2020-08-10,1996-05-12,False,p214285,829,0,1,4,8,0,0,0,2,0,0,3,217,202.0,260.7,60.0,52.5,0,0,0,61,9,0.39,2.32,2.71,9.03,249,91,141,28,252,86,234,70,3.0,,,,,,0.04,0.0,0.25,0.29,0.98,0.87,264,40,380,175,191,66,482,187,0.98,0.43,6.62,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
388,True,True,,,611926,0,0,0,0,0,2,2.0,,0,Amara,0.0,378,False,,,40,611926.jpg,0.0,False,Nallo,0.1,False,,a,12,14,0,0,0,0,0,0.0,0.0,Nallo,241.0,2024-02-27,2006-11-18,False,p611926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,486,198,477,197,454,196,486,198,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,681,224,123,78,489,198,461,178,0.0,0.0,0.0,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
389,True,True,,,219937,0,0,0,0,0,2,2.0,,0,Rhys,0.0,379,False,,,40,219937.jpg,0.0,False,Williams,0.2,False,,a,12,14,0,0,0,0,0,0.0,0.0,R.Williams,241.0,2020-09-23,2001-02-03,False,p219937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,414,150,404,148,371,139,414,150,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,590,159,32,13,417,150,383,148,0.0,0.0,0.0,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
414,True,True,,,448514,0,0,0,0,0,2,4.5,,0,Rayan,0.0,402,False,,,60,448514.jpg,3.4,False,Aït-Nouri,21.5,False,,a,13,43,125,0,0,0,0,0.0,20.8,Aït-Nouri,3.0,2025-06-09,2001-06-06,False,p448514,3112,4,7,7,67,0,0,0,5,1,0,13,447,778.4,694.3,435.0,191.0,0,0,0,187,37,2.69,3.98,6.67,53.27,32,13,34,3,70,3,41,3,,,,,,,0.08,0.0,0.12,0.2,1.54,1.94,102,6,594,225,105,22,15,6,1.07,0.2,5.41,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
415,True,True,,,477424,0,0,0,0,0,2,4.5,,0,Joško,0.0,403,False,,,60,477424.jpg,4.1,False,Gvardiol,16.8,False,,a,13,43,153,0,0,0,0,0.0,25.5,Gvardiol,97.0,2023-08-05,2002-01-23,False,p477424,3278,5,0,13,41,0,0,0,2,0,0,15,623,847.0,501.7,497.0,185.0,0,0,0,233,36,4.60,2.92,7.52,44.27,20,6,69,12,60,2,49,5,,,,,,,0.13,0.0,0.08,0.21,1.22,1.13,109,8,601,227,36,2,27,10,0.99,0.36,6.4,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
417,True,True,,,126184,0,0,0,0,0,2,3.8,,0,Nathan,0.0,405,False,,,55,126184.jpg,2.5,False,Aké,0.6,False,,a,13,43,25,0,0,0,0,0.0,4.5,Aké,152.0,2020-08-05,1995-02-18,False,p126184,677,0,0,3,11,0,0,0,0,0,0,0,121,104.6,33.7,20.0,15.9,0,0,0,36,8,0.22,0.17,0.39,13.44,304,111,301,114,304,113,314,113,,,,,,,0.03,0.0,0.02,0.05,1.79,1.46,126,13,483,201,185,64,241,84,1.06,0.4,4.79,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
418,True,True,,,578153,0,0,0,0,0,2,3.8,,0,Abdukodir,0.0,406,False,,,55,578153.jpg,2.3,False,Khusanov,0.4,False,,a,13,43,14,0,0,0,0,0.0,2.5,Khusanov,231.0,2025-01-20,2004-02-29,False,p578153,503,0,0,2,6,1,0,0,1,0,0,0,78,102.0,33.9,4.0,14.1,0,0,0,40,6,0.02,0.09,0.11,6.98,307,112,300,113,337,128,318,115,,,,,,,0.0,0.0,0.02,0.02,1.25,1.07,211,31,568,219,212,74,290,106,1.07,0.36,7.16,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
419,True,True,,,465351,0,0,0,0,0,2,3.8,,0,Matheus,0.0,407,False,,,55,465351.jpg,3.1,False,Nunes,0.5,False,,a,13,43,81,0,0,0,0,0.0,14.7,Matheus N.,173.0,2023-09-01,1998-08-27,False,p465351,1670,1,7,9,19,0,0,0,4,0,0,6,373,370.4,422.4,206.0,99.9,0,0,0,84,19,1.11,3.32,4.43,24.87,170,59,85,16,148,25,129,33,,,,,4.0,,0.06,0.0,0.18,0.24,1.34,1.02,181,24,538,212,129,35,253,90,1.02,0.49,4.53,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
420,True,True,,,171314,0,0,0,0,0,2,3.8,,0,Rúben,0.0,408,False,,,55,171314.jpg,3.3,False,dos Santos Gato Alves Dias,2.7,False,,a,13,43,90,0,0,0,0,0.0,16.4,Rúben,173.0,2020-09-29,1997-05-14,False,p171314,2269,0,0,11,21,1,0,0,4,0,0,7,410,478.2,173.8,150.0,80.2,0,0,0,127,25,1.54,1.20,2.74,29.48,131,47,190,48,183,48,169,51,,,,,,,0.06,0.0,0.05,0.11,1.17,0.83,134,14,491,202,111,27,105,34,0.99,0.44,5.04,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
421,True,True,,,97299,0,0,0,0,0,2,3.8,,0,John,0.0,409,False,,,55,97299.jpg,2.6,False,Stones,0.5,False,,a,13,43,29,0,0,0,0,0.0,5.3,Stones,241.0,2016-08-09,1994-05-28,False,p97299,544,2,0,1,11,0,0,0,1,0,0,2,92,155.6,49.8,70.0,27.4,0,0,0,31,6,0.60,0.17,0.77,5.95,277,102,277,100,245,83,287,102,,,,,,,0.1,0.0,0.03,0.13,0.98,1.82,119,11,476,199,173,57,249,88,0.99,0.17,5.13,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
422,True,True,,,477064,0,0,0,0,0,2,3.1,,0,Rico,0.0,410,False,,,50,477064.jpg,2.4,False,Lewis,0.7,False,,a,13,43,66,0,0,0,0,0.0,13.2,Lewis,241.0,2022-07-16,2004-11-21,False,p477064,1888,1,2,5,27,0,0,0,3,1,0,1,285,293.8,218.6,139.0,65.0,0,0,0,90,21,1.32,1.01,2.33,27.60,202,73,160,33,188,51,208,65,,,,,,,0.06,0.0,0.05,0.11,1.32,1.29,314,56,430,191,193,68,226,78,1.0,0.24,4.29,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
448,True,True,,,209365,0,0,0,0,0,2,2.1,,0,Matthijs,0.0,436,False,,,50,209365.jpg,2.3,False,de Ligt,1.3,False,,a,14,1,68,0,0,0,0,0.0,13.6,De Ligt,152.0,2024-08-13,1999-08-12,False,p209365,2119,2,0,4,36,0,0,0,3,0,0,3,312,518.4,88.7,303.0,91.5,0,0,0,175,25,2.48,0.25,2.73,38.53,117,40,245,83,100,9,143,40,,,,,,,0.11,0.0,0.01,0.12,1.64,1.53,259,39,375,174,208,72,165,61,1.06,0.17,7.43,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
449,True,True,0.0,,221820,0,0,0,0,0,2,0.0,,0,Lisandro,0.0,437,False,Knee injury - Unknown return date,2025-08-10T23:00:06.577034Z,50,221820.jpg,3.4,False,Martínez,0.4,False,,i,14,1,68,0,0,0,0,0.0,13.6,Martinez,10.0,2022-07-17,1998-01-18,False,p221820,1751,2,1,6,27,0,0,0,7,0,0,5,293,426.6,153.9,158.0,73.8,0,0,0,134,20,1.33,1.21,2.54,30.17,147,50,201,54,179,46,188,57,,,,,,,0.07,0.0,0.06,0.13,1.55,1.39,272,45,388,180,97,19,280,102,1.03,0.31,6.89,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
450,True,True,50.0,,230001,0,0,0,0,0,2,1.1,,0,Noussair,0.0,438,False,Knock - 50% chance of playing,2025-08-10T23:00:06.590223Z,50,230001.jpg,2.4,False,Mazraoui,0.7,False,,d,14,1,88,0,0,0,0,0.0,17.6,Mazraoui,145.0,2024-08-13,1997-11-14,False,p230001,2836,0,1,7,43,0,0,0,3,0,0,5,410,619.4,332.7,123.0,107.5,0,0,0,241,34,0.69,1.87,2.56,46.26,80,28,106,21,203,61,123,32,,,,,,,0.02,0.0,0.06,0.08,1.47,1.36,278,47,394,182,192,67,221,75,1.08,0.22,7.65,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
451,True,True,,,661712,0,0,0,0,0,2,1.4,,0,Diego,0.0,439,False,,,45,661712.jpg,0.0,False,León Blanco,0.1,False,,a,14,1,0,0,0,0,0,0.0,0.0,D.Leon,168.0,2025-07-05,2007-04-03,False,p661712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,599,223,595,222,580,222,599,223,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,558,146,329,166,600,223,514,195,0.0,0.0,0.0,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
452,True,True,,,216051,0,0,0,0,0,2,1.4,,0,Diogo,0.0,440,False,,,45,216051.jpg,2.9,False,Dalot Teixeira,2.5,False,,a,14,1,95,0,0,0,0,0.0,21.1,Dalot,173.0,2018-06-08,1999-03-18,False,p216051,2812,0,4,8,45,0,0,0,5,0,0,9,352,493.2,434.2,264.0,118.6,0,0,0,178,31,1.96,2.35,4.31,46.95,128,46,81,14,113,14,107,23,,,,,,,0.06,0.0,0.08,0.14,1.5,1.44,405,97,176,117,138,38,111,37,0.99,0.26,5.7,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
